bin1,bin2,bin3,bin4,bin5,bin6,bin7,bin8,bin9,bin10,pac_num,tcp_num,ack_num,sum_byte,mean_payload,stand_payload,skew_payload,kurt_payload,time_duration,avg_byte,pop_byte,pop_pac_num,push_byte,push_pac_num,class_value
52,10,0,4,90,62,0,3,1,90,156,2,132,127817,819.33974359,645.859702101,-0.395099625393,-1.81793466728,0.18601012229919434,687150.776635738,4388,59,123427,99,2
55,10,0,4,87,65,0,3,1,87,156,2,133,123753,793.288461538,650.729863279,-0.31365255068,-1.87740733743,0.1782970428466797,694083.3006771575,4390,56,123427,99,2
57,11,0,4,90,68,0,3,1,90,162,2,137,128055,790.462962963,650.917814878,-0.303730552748,-1.88284355084,0.18214702606201172,703030.9677216681,0,1,0,2,2
39,6,1,2,54,45,1,1,1,54,102,4,81,77009,754.990196078,658.080128365,-0.200481766325,-1.95159716292,0.14011001586914062,549632.3694083694,4628,61,123427,100,2
56,10,1,2,87,66,1,2,0,87,156,4,126,122401,784.621794872,654.620573117,-0.283060149325,-1.90272464797,0.13876795768737793,882055.2095733074,2570,40,74439,61,2
48,9,1,1,81,57,1,1,0,81,140,4,111,113404,810.028571429,651.94544441,-0.362261985976,-1.85843471095,0.1390221118927002,815726.3506939621,3477,60,118924,95,2
47,9,1,2,83,56,1,1,1,83,142,4,113,117094,824.605633803,647.033590694,-0.411025014704,-1.81378413986,0.1280059814453125,914754.1285016092,3238,50,110166,89,2
51,9,0,3,84,60,0,3,1,83,147,2,125,118184,803.972789116,649.155267173,-0.348116710359,-1.85609162845,0.19354891777038574,610615.6591389783,37,1,0,1,2
62,11,2,2,94,73,2,1,1,94,171,8,133,132849,776.894736842,655.016093674,-0.259905832162,-1.91393915934,0.48247504234313965,275348.95764725766,0,0,0,0,2
68,13,1,4,94,81,1,3,1,94,180,6,149,134186,745.477777778,655.685145994,-0.163695420401,-1.94656646558,0.49834513664245605,269263.18756527454,0,0,0,1,2
67,12,1,4,94,79,1,3,1,94,178,9,146,133946,752.505617978,655.85719342,-0.18694626206,-1.93974687882,1.7483220100402832,76614.03290170427,4942,70,129244,109,2
50,11,0,4,64,61,0,3,1,64,129,2,89,92015,713.294573643,658.068402162,-0.0695327794793,-1.97816597345,0.29764509201049805,309143.3471268345,4703,67,129243,110,2
23,0,3,0,16,23,3,0,0,16,42,3,34,22286,530.619047619,642.373911036,0.470908340128,-1.80799760395,1.4592700004577637,15272.019566638815,3994,42,88021,86,2
3,0,1,0,0,3,0,0,0,1,4,2,1,257,64.25,128.5,2.0,4.0,0.1354210376739502,1897.7848967512152,20330,19,596,22,2
4,0,1,0,0,4,0,0,0,1,5,3,1,257,51.4,114.933894043,2.2360679775,5.0,1.1266109943389893,228.11778093004347,0,1,257,2,2
6,0,1,0,3,6,1,0,0,3,10,1,6,4322,432.2,633.197494204,0.962764586724,-1.27964253737,2.5972330570220947,1664.0786194810983,0,0,0,0,2
144,0,5,6,108,145,4,3,3,108,263,12,227,153308,582.920152091,661.198724395,0.296245849922,-1.89484876885,2.544633150100708,60247.584212259666,2658,3,304,6,2
54,0,2,2,38,54,2,1,1,38,96,5,84,53883,561.28125,660.338664357,0.363973198325,-1.87525844032,2.7735657691955566,19427.33812136288,150594,136,2714,126,2
52,0,2,2,38,52,2,1,1,38,94,4,83,53883,573.223404255,662.197387235,0.32694123485,-1.9019430009,1.5679311752319336,34365.66658739306,52863,46,1020,49,2
52,0,2,2,38,52,2,1,1,38,94,4,83,53883,573.223404255,662.197387235,0.32694123485,-1.9019430009,1.7040560245513916,31620.43924828422,51503,45,1020,48,2
52,0,2,2,38,52,2,1,1,38,94,4,83,53883,573.223404255,662.197387235,0.32694123485,-1.9019430009,1.693160057067871,31823.925786031035,51503,45,1020,48,2
54,0,2,2,38,54,2,1,1,38,96,4,83,53883,561.28125,659.444354671,0.366757377967,-1.87160324069,1.9929299354553223,27037.07693953095,51503,45,1020,48,2
52,0,2,2,38,52,2,1,1,38,94,4,83,53883,573.223404255,662.197387235,0.32694123485,-1.9019430009,1.5694940090179443,34331.44675315798,51503,47,1020,48,2
111,2,3,1,93,113,3,1,0,93,210,4,196,128404,611.447619048,670.56468357,0.21207938003,-1.95816551287,1.9671440124511719,65274.32622485092,51503,45,1020,48,2
11,0,2,0,9,11,2,0,0,9,22,0,20,12866,584.818181818,666.127017515,0.3458975616,-2.01707354772,0.8420140743255615,15280.029624570634,126018,103,1026,106,2
11,0,2,0,9,11,2,0,0,9,22,0,20,12866,584.818181818,666.127017515,0.3458975616,-2.01707354772,0.5118250846862793,25137.494009083497,11202,10,304,11,2
11,0,2,0,9,11,2,0,0,9,22,0,20,12866,584.818181818,666.127017515,0.3458975616,-2.01707354772,0.4530351161956787,28399.564493015612,11202,10,304,11,2
11,0,2,0,9,11,2,0,0,9,22,0,20,12866,584.818181818,666.127017515,0.3458975616,-2.01707354772,0.49637317657470703,25920.01463250622,11202,10,304,11,2
11,0,2,0,9,11,2,0,0,9,22,0,20,12866,584.818181818,666.127017515,0.3458975616,-2.01707354772,0.4687330722808838,27448.45789820901,11202,10,304,11,2
11,0,2,0,9,11,2,0,0,9,22,0,20,12866,584.818181818,666.127017515,0.3458975616,-2.01707354772,0.457643985748291,28113.556390264537,11202,10,304,11,2
11,0,2,0,9,11,2,0,0,9,22,0,20,12866,584.818181818,666.127017515,0.3458975616,-2.01707354772,0.6617031097412109,19443.765354271698,11202,10,304,11,2
44,4,3,1,10,48,4,0,0,10,62,9,37,16211,261.467741935,495.025540581,1.7469129534,1.27151349836,2.0801501274108887,7793.187513911523,11202,10,304,11,2
97,1,2,1,83,98,2,1,1,82,184,4,173,114148,620.369565217,672.311983873,0.181966861395,-1.97303405117,1.78041410446167,64113.17440922771,14573,28,1638,33,2
0,0,0,0,6,0,0,6,0,0,6,0,6,8160,1360.0,0.0,0,0,0.0008640289306640625,9444128.21192053,111762,90,1026,93,2
6,1,1,0,1,7,1,0,0,1,9,0,7,1890,210.0,446.681094294,2.64385906577,7.27565481229,0.26848816871643066,7039.4163327031465,0,0,0,2,2
9,1,1,0,7,10,1,0,0,7,18,0,15,10050,558.333333333,663.300215943,0.45053746941,-1.97468111336,0.33175086975097656,30293.816584546923,1586,3,304,5,2
9,1,1,0,7,10,1,0,0,7,18,0,15,10050,558.333333333,663.300215943,0.45053746941,-1.97468111336,0.7582881450653076,13253.537016768794,8386,8,304,9,2
9,1,1,0,7,10,1,0,0,7,18,0,16,10050,558.333333333,663.300215943,0.45053746941,-1.97468111336,0.4484598636627197,22410.032233249,8386,8,304,9,2
9,1,1,0,7,10,1,0,0,7,18,0,16,10050,558.333333333,663.300215943,0.45053746941,-1.97468111336,0.3523571491241455,28522.19693847931,8386,8,304,9,2
9,1,1,0,7,10,1,0,0,7,18,0,16,10050,558.333333333,663.300215943,0.45053746941,-1.97468111336,0.24226689338684082,41483.17526799923,8386,8,304,9,2
9,1,1,0,7,10,1,0,0,7,18,0,16,10050,558.333333333,663.300215943,0.45053746941,-1.97468111336,0.596714973449707,16842.211855183228,8386,8,304,9,2
9,1,1,0,7,10,1,0,0,7,18,0,16,10050,558.333333333,663.300215943,0.45053746941,-1.97468111336,0.27669715881347656,36321.29814088468,8386,8,304,9,2
9,1,1,0,7,10,1,0,0,7,18,0,16,10050,558.333333333,663.300215943,0.45053746941,-1.97468111336,0.42044997215270996,23902.962696236733,8386,8,304,9,2
9,1,1,0,7,10,1,0,0,7,18,0,16,10050,558.333333333,663.300215943,0.45053746941,-1.97468111336,0.5364458560943604,18734.416317743377,8386,8,304,9,2
96,1,2,1,80,97,2,1,0,80,180,4,169,110465,613.694444444,672.409044313,0.205716855416,-1.96634144504,1.7841930389404297,61913.14369525919,8386,8,304,9,2
0,0,0,0,6,0,0,6,0,0,6,0,6,8160,1360.0,0.0,0,0,0.0005810260772705078,14044120.082068117,108079,88,1026,91,2
104,0,2,2,80,104,2,1,1,80,188,4,176,111060,590.744680851,669.143789031,0.271726187073,-1.93034583671,1.6907868385314941,65685.39420170752,6800,5,0,0,2
11,0,2,0,9,11,2,0,0,9,22,0,19,12866,584.818181818,666.127017515,0.3458975616,-2.01707354772,0.43854188919067383,29338.132381707295,110034,90,1026,97,2
37,0,3,2,22,37,3,2,0,22,64,4,52,32331,505.171875,637.855000557,0.567447053916,-1.65616741962,1.7556490898132324,18415.411250228484,11202,10,304,11,2
106,1,2,1,90,107,2,1,0,90,200,4,187,123524,617.62,671.647173169,0.188076563841,-1.96945474134,1.8567709922790527,66526.24395450253,0,0,0,0,2
8,0,1,0,7,8,1,0,0,7,16,0,14,9586,599.125,668.614874199,0.265036694827,-2.15131325913,0.5877470970153809,16309.73602196991,121138,98,1026,101,2
9,1,1,0,7,10,1,0,0,7,18,0,16,10050,558.333333333,663.300215943,0.45053746941,-1.97468111336,0.2673318386077881,37593.72640512419,7922,7,304,8,2
11,0,2,0,9,11,2,0,0,9,22,0,20,12882,585.545454545,665.835080916,0.343301487444,-2.01667057855,0.2819490432739258,45689.10697627222,8386,8,304,9,2
18,0,2,0,6,18,2,0,0,6,26,4,15,8866,341.0,575.123638881,1.2896679303,-0.281016921816,0.15797019004821777,56124.51309512131,11218,10,304,11,2
8,1,1,0,0,8,0,0,1,1,10,4,4,522,52.2,112.073190371,1.93435501569,2.4789049579,0.1036069393157959,5038.272565980684,349,13,8468,12,2
13,1,2,1,1,14,2,0,1,1,18,4,8,3137,174.277777778,365.070630645,2.60729214327,6.75231222958,0.24530315399169922,12788.257912518127,306,5,216,4,2
253,1,3,3,225,254,3,3,0,225,485,10,466,309108,637.336082474,675.473519583,0.129394628869,-1.98187722596,3.163100004196167,97723.11959468163,1930,8,1158,9,2
9,1,1,0,7,10,1,0,0,7,18,0,16,10050,558.333333333,663.300215943,0.45053746941,-1.97468111336,0.4049031734466553,24820.748907575693,307352,241,1756,243,2
10,0,1,0,7,10,1,0,0,7,18,0,16,9906,550.333333333,668.393068574,0.464897034613,-1.98056517861,0.8256111145019531,11998.384985376266,0,0,0,0,2
17,0,1,3,0,17,0,1,1,2,21,8,9,2329,110.904761905,245.754329517,2.0162956988,2.66937759943,0.19273591041564941,12083.892384026087,0,0,0,0,31
19,0,0,2,3,19,0,0,3,2,24,9,10,5455,227.291666667,461.153985333,1.67884195429,1.14913258671,0.7987349033355713,6829.550051236711,878,10,1451,10,32
19,0,3,2,2,19,3,2,1,1,26,8,12,4915,189.038461538,378.539137292,2.07504060366,3.46579739143,0.6969931125640869,7051.719610139013,3345,12,2110,11,33
17,2,2,3,5,19,2,1,2,5,29,4,14,10649,367.206896552,535.030865552,1.13992941107,-0.429257522117,0.40276384353637695,26439.811246458623,2160,13,2755,12,34
17,0,1,3,0,17,0,1,1,2,21,8,9,2330,110.952380952,245.886656041,2.0171203798,2.6745323715,0.17365407943725586,13417.47920665387,8788,14,947,14,31
17,0,0,2,3,17,0,0,3,2,22,8,10,5456,248.0,477.1216277,1.54359733493,0.67032839208,0.6416971683502197,8502.452977978974,878,10,1452,10,32
20,0,3,2,2,20,3,2,1,1,27,9,11,4932,182.666666667,373.184322368,2.12644091527,3.71176978399,1.0484108924865723,4704.262456013321,3345,11,2111,10,33
16,1,2,3,2,17,3,0,2,2,24,4,11,5974,248.916666667,442.174067305,1.76888440485,1.88727181405,0.7653729915618896,7805.344669673949,2160,13,2772,13,34
17,0,1,3,0,17,0,1,1,2,21,8,9,2328,110.857142857,245.636578244,2.01609476208,2.66876841885,0.19422483444213867,11986.108813976269,4216,17,2249,18,31
17,0,0,2,3,17,0,0,3,2,22,8,10,5472,248.727272727,478.409585608,1.54113911789,0.65530548719,0.7601540088653564,7198.541264246936,878,10,1450,10,32
21,0,3,2,2,21,3,2,1,1,28,9,13,4931,176.107142857,367.769688325,2.18521837496,3.99274318804,0.8185908794403076,6023.766113020287,3361,11,2111,10,33
16,1,2,3,2,17,3,0,2,2,24,4,10,5974,248.916666667,442.174067305,1.76888440485,1.88727181405,0.49199485778808594,12142.403330916817,2160,14,2771,13,34
16,0,1,3,0,16,0,1,1,2,20,8,8,2329,116.45,250.787071563,1.93909449984,2.33513367213,0.17052984237670898,13657.433605404514,3859,12,1201,11,31
19,0,0,2,3,19,0,0,3,2,24,9,10,5456,227.333333333,461.250819881,1.67901916073,1.14997027328,0.887998104095459,6144.1572620897,0,0,0,9,32
22,0,3,2,2,22,3,2,1,1,29,9,13,4916,169.517241379,362.46533043,2.24966681251,4.29980441941,0.7267560958862305,6764.305146976809,3345,12,2111,11,33
16,1,2,3,2,17,3,0,2,2,24,4,11,5974,248.916666667,442.174067305,1.76888440485,1.88727181405,0.3245270252227783,18408.328230596584,2160,14,2756,14,34
6,0,0,1,4,6,0,0,0,5,11,4,2,5048,458.909090909,530.035744935,0.246622112617,-2.3718360344,1.776378870010376,2841.7361212872984,878,10,1452,9,32
12,0,0,1,3,12,0,0,2,2,16,5,7,4600,287.5,521.433792537,1.38003645877,0.0564652275966,0.524738073348999,8766.278327474396,4192,8,856,2,32
21,0,3,2,2,21,3,2,1,1,28,9,13,4931,176.107142857,367.817823193,2.18522812634,3.99123382444,0.7360529899597168,6699.245933733477,2297,7,1255,8,33
21,1,2,9,2,22,3,0,8,2,35,4,15,11458,327.371428571,461.624184153,1.01158528792,-0.558834870675,2.8820550441741943,3975.635379747961,2160,14,2771,13,34
16,0,1,3,0,16,0,1,1,2,20,8,8,2330,116.5,250.922403606,1.93991504237,2.34012447021,0.19275999069213867,12087.570618953263,9343,18,1201,16,31
19,0,0,2,3,19,0,0,3,2,24,9,11,5454,227.25,461.094751179,1.67921196838,1.15097240166,0.8747239112854004,6235.110221218701,878,10,1452,9,32
22,0,3,3,2,22,3,3,1,1,30,9,14,5708,190.266666667,373.14949702,1.9662493635,2.9616225546,0.8360128402709961,6827.646329151757,3345,12,2109,11,33
16,1,2,3,2,17,3,0,2,2,24,4,10,5974,248.916666667,442.174067305,1.76888440485,1.88727181405,0.40079498291015625,14905.376201625644,2936,15,2772,14,34
19,0,0,2,3,19,0,0,3,2,24,9,10,5472,228.0,462.498413628,1.67655398546,1.13412026465,0.8501689434051514,6436.367786011088,878,10,1452,10,32
21,0,3,2,2,21,3,2,1,1,28,9,12,4930,176.071428571,367.803986502,2.18574307444,3.99329927615,0.6903271675109863,7141.5413328949435,3361,12,2111,11,33
8,0,1,1,0,8,1,0,0,1,10,4,4,1219,121.9,286.258798991,2.5265340387,6.36123774265,0.06076192855834961,20061.90436877585,2160,14,2770,13,34
18,1,2,5,2,19,3,0,4,2,28,4,12,7754,276.928571429,448.059679273,1.44705302034,0.718271309539,1.3461918830871582,5759.9515324799895,342,5,877,4,34
16,0,1,3,0,16,0,1,1,2,20,8,8,2329,116.45,250.787071563,1.93909449984,2.33513367213,0.1676020622253418,13896.010401522673,5655,14,1201,13,31
17,0,0,2,3,17,0,0,3,2,22,8,10,5456,248.0,477.1216277,1.54359733493,0.67032839208,0.6549689769744873,8330.165537309907,878,10,1451,9,32
20,0,3,3,3,20,3,3,2,1,29,8,12,6782,233.862068966,409.330526953,1.5957998194,1.27716250326,1.2086379528045654,5611.275059055371,3345,11,2111,10,33
16,1,2,3,2,17,3,0,2,2,24,4,10,5974,248.916666667,442.174067305,1.76888440485,1.88727181405,0.5049920082092285,11829.890182192446,4010,15,2772,13,34
17,0,1,3,0,17,0,1,1,2,21,8,9,2329,110.904761905,245.754329517,2.0162956988,2.66937759943,0.2871968746185303,8109.419725035303,3859,12,1201,11,31
17,0,0,2,3,17,0,0,3,2,22,8,10,5454,247.909090909,476.96050641,1.54378952487,0.671270009337,0.6986579895019531,7806.394662269518,878,10,1451,10,32
22,0,3,2,2,22,3,2,1,1,29,9,13,4916,169.517241379,362.46533043,2.24966681251,4.29980441941,0.6996650695800781,7026.218992110701,3345,11,2109,10,33
17,1,2,4,5,18,3,1,2,5,29,4,14,10978,378.551724138,534.58312104,1.07669304371,-0.528552573446,0.35831713676452637,30637.66388380794,2160,14,2756,14,34
17,0,1,3,0,17,0,1,1,2,21,8,9,2330,110.952380952,245.886656041,2.0171203798,2.6745323715,0.18160486221313477,12830.052960065957,8788,14,1276,14,31
17,0,0,2,3,17,0,0,3,2,22,8,10,5454,247.909090909,476.96050641,1.54378952487,0.671270009337,0.6733059883117676,8100.328965846922,878,10,1452,10,32
22,0,3,2,2,22,3,2,1,1,29,9,13,4914,169.448275862,361.190846487,2.24251541055,4.28829043256,0.7241160869598389,6786.204710119279,3345,11,2109,10,33
16,1,2,3,2,17,3,0,2,2,24,4,10,5958,248.25,441.138571347,1.77486510493,1.92309973888,0.3882720470428467,15344.910985421831,2144,14,2770,14,34
17,0,1,3,0,17,0,1,1,2,21,8,9,2330,110.952380952,245.886656041,2.0171203798,2.6745323715,0.1714179515838623,13592.508710268312,3859,12,1201,11,31
19,0,0,2,3,19,0,0,3,2,24,9,10,5454,227.25,461.094751179,1.67921196838,1.15097240166,0.8481409549713135,6430.5348869569325,878,10,1452,10,32
22,0,3,2,2,22,3,2,1,1,29,9,13,4932,170.068965517,362.681573347,2.24147381143,4.2662475287,0.7729120254516602,6381.062575805996,3345,12,2109,11,33
16,1,2,3,2,17,3,0,2,2,24,4,10,5958,248.25,441.138571347,1.77486510493,1.92309973888,0.42683982849121094,13958.397511919817,2160,14,2772,14,34
16,0,1,3,0,16,0,1,1,2,20,8,8,2329,116.45,250.787071563,1.93909449984,2.33513367213,0.15548491477966309,14978.94508480398,3859,12,1201,11,31
17,0,0,2,3,17,0,0,3,2,22,8,10,5471,248.681818182,478.309462125,1.54096806323,0.654549166708,0.6641271114349365,8237.880830040447,878,10,1451,9,32
21,0,3,2,2,21,3,2,1,1,28,9,12,4931,176.107142857,367.817823193,2.18522812634,3.99123382444,0.6105771064758301,8075.96607816018,3361,11,2110,10,33
16,1,2,3,2,17,3,0,2,2,24,4,10,5974,248.916666667,442.174067305,1.76888440485,1.88727181405,0.2750880718231201,21716.681353749296,2160,14,2771,13,34
17,0,1,3,0,17,0,1,1,2,21,8,9,2329,110.904761905,245.768977856,2.01692358208,2.67395356779,0.1678011417388916,13879.524154990913,0,1,0,1,31
17,0,0,2,3,17,0,0,3,2,22,8,10,5470,248.636363636,478.249043058,1.54133681807,0.656265618208,0.6669008731842041,8202.118515579055,878,10,1451,10,32
22,0,3,2,2,22,3,2,1,1,29,9,13,4931,170.034482759,362.620273915,2.24198212429,4.26991386025,0.9189050197601318,5366.169401585349,3361,11,2109,10,33
17,1,2,4,2,18,3,0,3,2,26,4,12,6888,264.923076923,446.96961177,1.58345350312,1.17387597189,0.6385500431060791,10786.938430847042,2160,14,2771,14,34
17,0,1,3,0,17,0,1,1,2,21,8,9,2329,110.904761905,245.768977856,2.01692358208,2.67395356779,0.18812179565429688,12380.277319274055,4773,12,1201,13,31
17,0,0,2,3,17,0,0,3,2,22,8,10,5455,247.954545455,477.021161283,1.54342070056,0.669544745931,0.6681880950927734,8163.868886713119,878,10,1451,10,32
23,0,3,3,2,23,3,3,1,1,31,9,13,5707,184.096774194,368.41067256,2.0184891688,3.19246804909,0.8403911590576172,6790.885337727272,3345,11,2110,10,33
16,1,2,3,2,17,3,0,2,2,24,4,10,5974,248.916666667,442.174067305,1.76888440485,1.88727181405,0.502079963684082,11898.503091350109,2936,16,2771,14,34
16,0,1,3,0,16,0,1,1,2,20,8,8,2329,116.45,250.787071563,1.93909449984,2.33513367213,0.17687416076660156,13167.553643255367,3859,12,1201,11,31
17,0,0,2,3,17,0,0,3,2,22,8,10,5456,248.0,477.1216277,1.54359733493,0.67032839208,0.6436591148376465,8476.536530328161,878,10,1451,9,32
22,0,3,2,2,22,3,2,1,1,29,9,13,4915,169.482758621,361.205187106,2.2419920897,4.28612123815,0.7108218669891357,6914.531232443249,3345,11,2111,10,33
16,1,2,3,2,17,3,0,2,2,24,4,10,5974,248.916666667,442.174067305,1.76888440485,1.88727181405,0.5280139446258545,11314.095131016129,2144,14,2771,14,34
16,0,1,3,0,16,0,1,1,2,20,8,8,2329,116.45,250.787071563,1.93909449984,2.33513367213,0.16293001174926758,14294.481262200423,3859,12,1201,11,31
18,0,0,2,3,18,0,0,3,2,23,8,11,5472,237.913043478,470.278729058,1.61021742488,0.89527210211,0.6354148387908936,8611.69690404533,878,10,1451,9,32
20,0,3,2,2,20,3,2,1,1,27,9,11,4915,182.037037037,371.71064858,2.12698589507,3.72968523569,0.7969250679016113,6167.455634118423,3361,11,2111,11,33
17,1,2,4,5,18,3,1,2,5,29,4,14,10978,378.551724138,534.58312104,1.07669304371,-0.528552573446,0.5263829231262207,20855.539793732252,2144,13,2771,13,34
17,0,1,3,0,17,0,1,1,2,21,8,9,2329,110.904761905,245.768977856,2.01692358208,2.67395356779,0.1954190731048584,11917.976904691897,8788,14,1276,14,31
17,0,0,2,3,17,0,0,3,2,22,8,10,5456,248.0,477.1216277,1.54359733493,0.67032839208,0.6452329158782959,8455.861233572146,878,10,1451,10,32
29,0,3,4,3,29,3,4,2,1,39,9,18,7558,193.794871795,377.490618879,1.83098188978,2.1590611905,1.4886589050292969,5077.052892684815,3345,11,2111,10,33
17,1,2,3,2,18,3,0,2,2,25,5,10,5974,238.96,435.717461971,1.8313275839,2.135369483,0.8564908504486084,6974.972350108549,0,0,0,0,34
16,0,1,3,0,16,0,1,1,2,20,8,8,2329,116.45,250.802181431,1.93971937091,2.33957650772,0.17993903160095215,12943.272947944864,878,10,1452,10,31
17,0,0,2,3,17,0,0,3,2,22,8,10,5472,248.727272727,478.409585608,1.54113911789,0.65530548719,0.6908450126647949,7920.734607162997,878,10,1451,9,32
24,0,3,3,2,24,3,3,1,1,32,9,14,5691,177.84375,362.616487124,2.0678564581,3.42642219009,0.7872121334075928,7229.309303663115,3361,11,2111,10,33
22,1,2,5,2,23,3,0,4,2,32,9,11,7802,243.8125,430.772257583,1.63920431943,1.34193770867,3.0351271629333496,2570.567749279943,2920,16,2771,15,34
16,0,1,3,0,16,0,1,1,2,20,8,8,2330,116.5,250.922403606,1.93991504237,2.34012447021,0.18691396713256836,12465.628094809266,5687,14,1201,17,31
17,0,0,2,3,17,0,0,3,2,22,8,10,5472,248.727272727,478.409585608,1.54113911789,0.65530548719,0.6689691543579102,8179.749341734798,878,10,1452,9,32
22,0,3,2,2,22,3,2,1,1,29,10,12,4916,169.517241379,361.266781191,2.24148533876,4.28244054348,0.8063039779663086,6096.956153434003,3361,11,2111,10,33
16,1,2,3,2,17,3,0,2,2,24,4,10,5958,248.25,441.138571347,1.77486510493,1.92309973888,0.5023629665374756,11859.95066687612,2144,14,2772,14,34
19,0,0,2,3,19,0,0,3,2,24,9,10,5455,227.291666667,461.191602092,1.67938930306,1.15181058386,0.6985669136047363,7808.843925703805,878,10,1452,10,32
23,0,3,3,2,23,3,3,1,1,31,9,13,5676,183.096774194,367.007025804,2.02384248678,3.22111764538,0.9843649864196777,5766.15389444589,3345,12,2110,11,33
16,1,2,3,2,17,3,0,2,2,24,4,10,5958,248.25,441.138571347,1.77486510493,1.92309973888,0.5071699619293213,11747.54115432077,2920,16,2756,14,34
17,0,1,3,0,17,0,1,1,2,21,8,9,2330,110.952380952,245.886656041,2.0171203798,2.6745323715,0.19585084915161133,11896.808260434496,3859,12,1201,11,31
8,0,0,1,1,8,0,1,0,1,10,4,4,1929,192.9,429.409012481,2.20567004225,4.30016685368,0.07292985916137695,26450.07164667037,878,10,1452,10,31
17,0,0,2,3,17,0,0,3,2,22,8,10,5456,248.0,477.1216277,1.54359733493,0.67032839208,0.626255989074707,8712.092331541991,1257,5,672,4,32
21,0,3,2,2,21,3,2,1,1,28,9,13,4916,175.571428571,366.394892065,2.18473230503,4.00520262242,0.6850950717926025,7175.646421068127,3345,11,2111,10,33
16,1,2,3,2,17,3,0,2,2,24,4,10,5958,248.25,441.138571347,1.77486510493,1.92309973888,0.48773884773254395,12215.55352356744,2144,14,2772,13,34
16,0,1,3,0,16,0,1,1,2,20,8,8,2330,116.5,250.922403606,1.93991504237,2.34012447021,0.20574712753295898,11324.58094525161,3859,12,1201,11,31
17,0,0,2,3,17,0,0,3,2,22,8,10,5440,247.272727273,476.032330016,1.54845000681,0.694936089424,0.6997931003570557,7773.726258839001,878,10,1452,9,32
21,0,3,2,2,21,3,2,1,1,28,9,12,4916,175.571428571,366.394892065,2.18473230503,4.00520262242,0.7434680461883545,6612.254588752766,3329,11,2111,10,33
21,1,2,5,2,22,3,0,4,2,31,5,13,7802,251.677419355,435.551174727,1.59056597668,1.17030857517,1.253575086593628,6223.7995022704035,2144,13,2772,14,34
16,0,1,3,0,16,0,1,1,2,20,8,8,2330,116.5,250.922403606,1.93991504237,2.34012447021,0.1638491153717041,14220.400242712443,5687,16,1201,14,31
17,0,0,2,3,17,0,0,3,2,22,8,10,5456,248.0,477.1216277,1.54359733493,0.67032839208,0.6518740653991699,8369.714780199241,878,10,1452,9,32
18,0,3,2,2,18,3,2,1,1,25,8,11,4932,197.28,384.537440743,2.00485904764,3.15603965131,0.6778171062469482,7276.299099779772,3345,11,2111,10,33
19,1,2,3,2,20,3,0,2,2,27,5,11,5974,221.259259259,423.453620437,1.95042646198,2.63042052015,0.5492591857910156,10876.46807653575,2160,12,2772,12,34
21,0,1,3,0,21,0,1,1,2,25,10,11,2330,93.2,228.269577474,2.29945616546,3.9924419357,1.0570299625396729,2204.289454957195,3859,14,1201,12,31
17,0,0,2,3,17,0,0,3,2,22,8,10,5455,247.954545455,477.060990138,1.5439662859,0.672054109969,0.6342329978942871,8600.94006163525,878,11,1452,13,32
20,0,3,2,2,20,3,2,1,1,27,8,13,4915,182.037037037,372.966742329,2.13500715235,3.744806304,0.6328039169311523,7767.018927183318,3345,11,2110,10,33
17,1,2,4,5,18,3,1,2,5,29,4,14,10978,378.551724138,534.58312104,1.07669304371,-0.528552573446,0.5089011192321777,21571.970634616482,2160,13,2755,13,34
20,0,1,3,0,20,0,1,1,2,24,10,9,2330,97.0833333333,232.334076684,2.23232411378,3.66543620476,0.2946639060974121,7907.3138982612,8788,14,1276,14,31
17,0,0,2,3,17,0,0,3,2,22,8,10,5456,248.0,477.1216277,1.54359733493,0.67032839208,0.6348891258239746,8593.626474416411,878,12,1452,11,32
21,0,3,2,2,21,3,2,1,1,28,9,12,4915,175.535714286,367.558257629,2.19335292535,4.02512523089,0.8292458057403564,5927.072486802455,3345,11,2111,10,33
16,1,2,3,2,17,3,0,2,2,24,4,10,5958,248.25,441.138571347,1.77486510493,1.92309973888,0.5094149112701416,11695.770713002325,0,0,0,9,34
16,0,1,3,0,16,0,1,1,2,20,8,8,2329,116.45,250.802181431,1.93971937091,2.33957650772,0.1888289451599121,12333.91415721598,3859,12,1201,11,31
17,0,0,2,3,17,0,0,3,2,22,8,10,5456,248.0,477.1216277,1.54359733493,0.67032839208,0.6968100070953369,7829.967917285544,878,10,1451,9,32
21,0,3,2,2,21,3,2,1,1,28,9,12,4916,175.571428571,367.620419029,2.19284339059,4.02151947745,1.2956740856170654,3794.1640220879717,3345,11,2111,10,33
16,1,2,3,2,17,3,0,2,2,24,4,10,5974,248.916666667,442.174067305,1.76888440485,1.88727181405,0.4639320373535156,12876.886093227098,2160,14,2756,13,34
18,0,1,3,0,18,0,1,1,2,22,9,8,2330,105.909090909,241.123937523,2.09139432638,3.00670391395,0.23084592819213867,10093.312098884779,3859,12,1201,11,31
19,0,0,2,3,19,0,0,3,2,24,9,10,5472,228.0,462.498413628,1.67655398546,1.13412026465,0.8650460243225098,6325.674988548249,878,11,1452,10,32
23,0,3,3,2,23,3,3,1,1,31,9,13,5708,184.129032258,368.465714546,2.01809493644,3.18975688934,0.8126029968261719,7024.340326449753,3361,12,2111,11,33
